nomvar,ip1,ip3,usage,origin,pack,date,short_fr_desc,short_en_desc,long_fr_desc,long_en_desc,type,units,precision,min,max,magnitude,value,meaning_fr,meaning_en
WGNN,,,current,CMDW,,2018-01-15,Minimum de WGN,Minimum of WGN,Minimum du minimum des rafales de vent calculé à partir de l'énergie cinétique turbulente (le type du IP3 indique que le minimum est sur une période du temps),Minimum of wind gust minimum derived from turbulent kinetic energy (the kind of IP3 indicates that the minimum occurs over a period of time),real,m/s,,0.0,,,,,
WGEN,,,current,CMDW,,2018-01-15,Minimum de WGE,Minimum of WGE,Minimum de l’estimé des rafales de vent calculé à partir de l'énergie cinétique turbulente (le type du IP3 indique que le minimum est sur une période du temps),Minimum of wind gust estimate derived from turbulent kinetic energy  (the kind of IP3 defines indicates that minimum occurs over a period of time),real,m/s,,0.0,,,,,
WGEX,,,current,CMDW,,2018-01-15,Maximum de WGE,Maximum of WGE,Maximum de l’estimé des rafales de vent calculé à partir de l'énergie cinétique turbulente (le type du IP3 indique que le maximum est sur une période du temps),Maximum of wind gust estimate derived from turbulent kinetic energy (the kind of IP3 indicates that the maximum occurs over a period of time),real,m/s,,0.0,,,,,
WGXN,,,current,CMDW,,2018-01-15,Minimum de WGX,Minimum of WGX,Minimum du maximum des rafales de vent calculé à partir de l'énergie cinétique turbulente (le type du IP3 indique que le minimum est sur une période du temps),Minimum of wind gust maximum derived from turbulent kinetic energy (the kind of IP3 indicates that the minimum occurs over a period of time),real,m/s,,0.0,,,,,
WGXX,,,current,CMDW,,2018-01-15,Maximum de WGX,Maximum of WGX,Maximum du maximum des rafales de vent calculé à partir de l'énergie cinétique turbulente (le type du IP3 indique que le maximum est sur une période du temps),Maximum of wind gust maximum derived from turbulent kinetic energy (the kind of IP3 indicates that the maximum occurs over a period of time),real,m/s,,0.0,,,,,
UVN,,,current,CMDW,,2018-01-15,Minimum de UV,Minimum of UV,Minimum de la vitesse du vent. (Le type du IP3 définit si le minimum est sur une période du temps ou dans la verticale.),Minimum of wind speed. (The kind of IP3 defines whether the minimum occurs over a period of time or in the vertical.),real,kts,,0.0,,,,,
UVX,,,current,CMDW,,2018-01-15,Maximum de UV,Maximum of UV,Maximum de la vitesse du vent. (Le type du IP3 définit si le maximum est sur une période du temps ou dans la verticale.),Maximum of wind speed. (The kind of IP3 defines whether the maximum occurs over a period of time or in the vertical.),real,kts,,0.0,,,,,
VI1N,,,current,CMDW,,2018-01-15,Minimum de VIS1,Minimum of VIS1,Minimum de la visibilité à travers le brouillard liquide (le type du IP3 définit si le minimum est sur une période du temps ou dans la verticale),Minimum of visibility through liquid fog (the kind of IP3 defines whether the minimum occurs over a period of time or in the vertical),real,m,,0.0,,,,,
VI1X,,,current,CMDW,,2018-01-15,Maximum de VIS1,Maximum of VIS1,Maximum de la visibilité à travers le brouillard liquide (le type du IP3 définit si le maximum est sur une période du temps ou dans la verticale),Maximum of visibility through liquid fog (the kind of IP3 defines whether the maximum occurs over a period of time or in the vertical),real,m,,0.0,,,,,
VI2N,,,current,CMDW,,2018-01-15,Minimum de VIS2,Minimum of VIS2,Minimum de la visibilité à travers la pluie (le type du IP3 définit si le minimum est sur une période du temps ou dans la verticale),Minimum of visibility through rain (the kind of IP3 defines whether the minimum occurs over a period of time or in the vertical),real,m,,0.0,,,,,
VI2X,,,current,CMDW,,2018-01-15,Maximum de VIS2,Maximum of VIS2,Maximum de la visibilité à travers la pluie (le type du IP3 définit si le maximum est sur une période du temps ou dans la verticale),Maximum of visibility through rain (the kind of IP3 defines whether the maximum occurs over a period of time or in the vertical),real,m,,0.0,,,,,
VI3N,,,current,CMDW,,2018-01-15,Minimum de VIS3,Minimum of VIS3,Minimum de la visibilité dans les précipitations de neige (le type du IP3 définit si le minimum est sur une période du temps ou dans la verticale),Minimum of visibility through precipitating snow (the kind of IP3 defines whether the minimum occurs over a period of time or in the vertical),real,m,,0.0,,,,,
VI3X,,,current,CMDW,,2018-01-15,Maximum de VIS3,Maximum of VIS3,Maximum de la visibilité dans les précipitations de neige (le type du IP3 définit si le maximum est sur une période du temps ou dans la verticale),Maximum of visibility through precipitating snow (the kind of IP3 defines whether the maximum occurs over a period of time or in the vertical),real,m,,0.0,,,,,
VI4N,,,current,CMDW,,2018-10-10,Minimum de VIS4,Minimum of VIS4,Minimum de la visibilité dans le brouillard glacé (le type du IP3 définit si le minimum est sur une période du temps ou dans la verticale),Minimum of visibility through ice fog (the kind of IP3 defines whether the minimum occurs over a period of time or in the vertical),real,m,,0.0,,,,,
VI4X,,,current,CMDW,,2018-10-10,Maximum de VIS4,Maximum of VIS4,Maximum de la visibilité dans le brouillard glacé (le type du IP3 définit si le maximum est sur une période du temps ou dans la verticale),Maximum of visibility through ice fog (the kind of IP3 defines whether the maximum occurs over a period of time or in the vertical),real,m,,0.0,,,,,
VI5N,,,current,CMDW,,2018-10-10,Minimum de VIS5,Minimum of VIS5,Minimum de la visibilité dans la poudrerie (le type du IP3 définit si le minimum est sur une période du temps ou dans la verticale),Minimum of visibility through blowing snow (the kind of IP3 defines whether the minimum occurs over a period of time or in the vertical),real,m,,0.0,,,,,
VI5X,,,current,CMDW,,2018-10-10,Maximum de VIS5,Maximum of VIS5,Maximum de la visibilité dans la poudrerie (le type du IP3 définit si le maximum est sur une période du temps ou dans la verticale),Maximum of visibility through blowing snow (the kind of IP3 defines whether the maximum occurs over a period of time or in the vertical),real,m,,0.0,,,,,
VISN,,,current,CMDW,,2018-01-15,Minimum de VIS,Minimum of VIS,Minimum de la visibilité (le type du IP3 définit si le minimum est sur une période du temps ou dans la verticale),Minimum of visibility (the kind of IP3 defines whether the minimum occurs over a period of time or in the vertical),real,m,,0.0,,,,,
VISX,,,current,CMDW,,2018-01-15,Maximum de VIS,Maximum of VIS,Maximum de la visibilité (le type du IP3 définit si le maximum est sur une période du temps ou dans la verticale),Maximum of visibility (the kind of IP3 defines whether the maximum occurs over a period of time or in the vertical),real,m,,0.0,,,,,
RN1P,,,current,CMDM,,2019-03-01,Probabilité de bruine,Probability of drizzle,,,real,%,,0.0,100.0,,,,
RN2P,,,current,CMDM,,2019-03-01,Probabilité de pluie,Probability of rain,,,real,%,,0.0,100.0,,,,
RNTP,,,current,CMDM,,2020-02-15,Probabilité de précipitations liquides,Probability of liquid precipitation,,,real,%,,0.0,100.0,,,,
SNP,,,current,CMDM,,2019-03-01,Probabilité de neige,Probability of snow,,,real,%,,,,,,,
UUN,,,current,CMDW,,2018-01-15,Composante U de UVN,U-component of UVN,La composante U du vent correspondant au minimum de la vitesse du vent (UVN). Note : Ceci n’est pas le minimum de UU.  (Le type du IP3 définit si le minimum est sur une période du temps ou dans la verticale).,The U-component of the wind corresponding to the minimum wind speed (UVN). Note: This is different from the minimum of UU.  (The kind of IP3 defines whether the minimum occurs over a period of time or in the vertical).,real,kts,,0.0,,,,,
UUX,,,current,CMDW,,2018-01-15,Composante U de UVX,U-component of UVX,La composante U du vent correspondant au maximum de la vitesse du vent (UVX). Note : Ceci n’est pas le maximum de UU. (Le type du IP3 définit si le maximum est sur une période du temps ou dans la verticale).,The U-component of the wind corresponding to the maximum wind speed (UVX). Note: This is different from the maximum of UU. (The kind of IP3 defines whether the maximum occurs over a period of time or in the vertical).,real,kts,,0.0,,,,,
VVN,,,current,CMDW,,2018-01-15,Composante V de UVN,V-component of UVN,La composante V du vent correspondant au minimum de la vitesse du vent (UVN). Note : Ceci n’est pas le minimum de VV. (Le type du IP3 définit si le minimum est sur une période du temps ou dans la verticale),The V-component of the wind corresponding to the minimum wind speed (UVN). Note: This is different from the minimum of VV. (The kind of IP3 defines whether the minimum occurs over a period of time or in the vertical).,real,kts,,0.0,,,,,
VVX,,,current,CMDW,,2018-01-15,Composante V de UVX,V-component of UVX,La composante V du vent correspondant au maximum de la vitesse du vent (UVX). Note : Ceci n’est pas le maximum de VV. (Le type du IP3 définit si le maximum est sur une période du temps ou dans la verticale).,The V-component of the wind corresponding to the maximum wind speed (UVX). Note: This is different from the maximum of VV. (The kind of IP3 defines whether the maximum occurs over a period of time or in the vertical).,real,kts,,0.0,,,,,
FST,,,current,CMDW,,2018-01-15,Présence de brouillard ou stratus de bas niveau,Presence of fog or low-level stratus,,,code,,,,,,"['3', '4', '5', '6']",,"['Absence de brouillard/stratus ; No fog/stratus', 'Présence de stratus ; Presence of stratus', 'Présence de brouillard ou stratus ; Presence of fog or stratus', 'Présence de brouillard ; Presence of fog']"
SNQ,,,current,CMDW,,2018-01-15,Présence de bourrasques de neige,Presence of snow squalls,,,code,,,,,,"['0', '1']",,"['Non ; No', 'Oui ; Yes']"
ZZ,,,current,,,,Mouvement vertical en coordonnée Z,Vertical motion (Z Coordinate),,,real,m/s,,,,,,,
CVNH,,,current,CMDW,12,2015-08-19,Hauteur de la base de couche nuageuse (diagnostique – ATAGs),Height of base of cloud layer (diagnostic – ATAGs),"Hauteur de la base (AGL) dun maximum de trois couches de nuage significatives axé; pour une utilisation TAF/autoTAF/aviation/ATAGs: i) IP1 = 59868832: premiè;re/haute couche de nuage significative au-dessus du seuil de hauteur pour les règles de vol aux instruments (instrument flight rules - IFR), ii) IP1 = 59968832: deuxième couche de nuage significative au-dessus du seuil de hauteur pour les règles de vol IFR, et iii) IP1 = 60068832: couche de nuage la plus significative en-dessus du seuil de hauteur pour les règles de vol IFR. Le diagnostique des couches de nuage au-dessus et en-dessous du seuil de hauteur pour les règles de vol IFR est indépendant l'un de l'autre. La combinaison des variables CNVQ et CVNH est requise pour obtenir l'information complète sur la hauteur et couverture nuageuse de chaque couche de nuage significative. La définition des conditions de vol IFR est disponible (anglais seulement) au http://www.aviationweather.gov/adds/metars/description/page_no/4","Height of base of cloud layer (AGL) for a maximum of three significant cloud layers tailored for TAF/autoTAF/aviation/ATAGs: i) IP1 = 59868832: first/top significant cloud layer above the height threshold for Instrument Flight Rule (IFR) conditions, ii) IP1 = 59968832: second significant cloud layer above the height threshold for IFR conditions, and iii) IP1 = 60068832: most significant cloud layer below the height threshold for IFR conditions. The diagnostic of cloud layers above and below the height threshold for IFR conditions is independent of each other. Values of both CNVQ and CVNH are required for information on cloud cover and cloud base height of each significant cloud layer. Definition of IFR category can be found at http://www.aviationweather.gov/adds/metars/description/page_no/4",real,ft,,0.0,99999.0,,,,
CVNQ,,,current,CMDW,3,2015-08-19,Quantité de couverture nuageuse (diagnostique – ATAGs),Cloud cover (diagnostic – ATAGs),"Quantité de couverture nuageuse (FEW, SCT, BKN, OVC) pour un maximum de trois couches de nuage significatives axé pour une utilisation TAF/autoTAF/aviation/ATAGs: i) IP1 = 59868832: première/haute couche de nuage significative au-dessus du seuil de hauteur pour les règles de vol aux instruments (instrument flight rules - IFR), ii) IP1 = 59968832: deuxième couche de nuage significative au-dessus du seuil de hauteur pour les règles de vol IFR, et iii) IP1 = 60068832: couche de nuage la plus significative en-dessus du seuil de hauteur pour les règles de vol IFR. Le diagnostique des couches de nuage au-dessus et en-dessous du seuil de hauteur pour les règles de vol IFR est indépendant l'un de l'autre. La combinaison des variables CNVQ et CVNH est requise pour obtenir l'information complète sur la hauteur et couverture nuageuse de chaque couche de nuage significative. La définition des conditions de vol IFR est disponible (anglais seulement) au http://www.aviationweather.gov/adds/metars/description/page_no/4","Cloud cover (FEW, SCT, BKN, OVC) for a maximum of three significant cloud layers tailored for TAF/autoTAF/aviation/ATAGs: i) IP1 = 59868832: first/top significant cloud layer above the height threshold for Instrument Flight Rule (IFR) conditions, ii) IP1 = 59968832: second significant cloud layer above the height threshold for IFR conditions, and iii) IP1 = 60068832: most significant cloud layer below the height threshold for IFR conditions. The diagnostic of cloud layers above and below the height threshold for IFR conditions is independent of each other. Values of both CNVQ and CVNH are required for information on cloud cover and cloud base height of each significant cloud layer. Definition of IFR category can be found at http://www.aviationweather.gov/adds/metars/description/page_no/4",code,,,,,,"['0', '1', '2', '3', '4']",,"['Clear', 'FEW', 'SCT', 'BKN', 'OVC']"
TSP,,,current,CMDM-aTAGS,,2016-05-30,Probabilité d'occurrence d’orage,Probability of thunderstorm occurrence,Probabilité d’occurrence d’orage calculé à partir des variables d’un modèle numérique,Probability of thunderstorm occurrence calculated from numerical model variables,real,%,,0.0,100.0,,,,
TII,,,current,CMDM-aTAGS,,2016-05-30,Indice d’intensité d’orage,Thunderstorm intensity index,,Thunderstorm intensity index calculated from numerical model variables,code,,,,,,"['0', '1', '2', '3']",,"['no intensity', 'weak', 'moderate', 'severe']"
CIG,,,current,CMDM-aTAGS,,2016-05-30,Hauteur du plafond,Ceiling height,"CIG est définie comme la hauteur à partir du sol de la première couche de nuage couvrant plus de la moitié du ciel. Cette hauteur peut aussi être attribuée à une visibilité verticale dans une couche obscurcie (ex. brouillard, neige).","CIG is defined as the height above ground of the first layer of cloud covering more than half the sky. This height can also be attributed to a vertical visibility in an obscured layer (e.g. fog, snow).",real,feet,,0.0,30000.0,,,,
PRC,,,current,CMDM,,2019-08-15,Quantité conditionnelle de précipitations,Conditional precipitation amount,Quantité de précipitations si occurence de précipitations,Precipitation amount if precipitation occurs,real,m,,,,,,,
RNTC,,,current,CMDM,,2019-08-15,Quantité conditionnelle de précipitations liquides,Conditional liquid precipitation amount,Quantité de précipitations liquides si occurence de précipitations,Liquid precipitation amount if precipitation occurs,real,m,,,,,,,
FRTC,,,current,CMDM,,2019-08-15,Quantité conditionnelle de précipitations verglaçantes,Conditional freezing precipitation amount,Quantité de précipitations verglaçantes si occurence de précipitations,Freezing precipitation amount if precipitation occurs,real,m,,,,,,,
SNSC,,,current,CMDM,,2019-08-15,Quantité conditionnelle de neige solide,Conditional solid snow amount,Quantité de neige solide (épaisseur) si occurence de précipitations,Solid snow amount (thickness) if precipitation occurs,real,m,,,,,,,
